"Date","Price","Open","High","Low","Vol.","Change %"
"10/25/1990","376.45","377.45","376.45","376.45","","0.72%"
"10/24/1990","373.75","374.55","373.75","373.75","","0.75%"
"10/23/1990","370.95","373.75","370.95","370.95","","0.32%"
"10/22/1990","369.75","375.35","369.75","369.75","","-0.86%"
"10/19/1990","372.95","376.00","372.95","372.95","","0.42%"
"10/18/1990","371.38","371.38","371.38","371.38","","1.32%"
"10/17/1990","366.55","368.05","366.55","366.55","","1.16%"
"10/16/1990","362.35","376.75","362.35","362.35","","-3.57%"
"10/15/1990","375.75","388.25","375.75","375.75","","-3.22%"
"10/12/1990","388.25","391.35","388.25","388.25","","-0.74%"
"10/11/1990","391.15","392.05","391.15","391.15","","0.58%"
"10/10/1990","388.88","394.38","388.88","388.88","","-0.41%"
"10/09/1990","390.50","398.40","390.50","390.50","","-0.89%"
"10/08/1990","394.00","396.85","394.00","394.00","","-0.06%"
"10/05/1990","394.25","396.75","394.25","394.25","","0.25%"
"10/04/1990","393.25","399.30","393.25","393.25","","-0.35%"
"10/03/1990","394.62","395.48","394.62","394.62","","1.43%"
"10/02/1990","389.05","390.25","389.05","389.05","","0.13%"
"10/01/1990","388.55","404.25","388.55","388.55","","-3.62%"
"09/28/1990","403.15","409.25","403.15","403.15","","-0.52%"
"09/27/1990","405.25","407.75","405.25","405.25","","-0.52%"
"09/26/1990","407.38","408.48","407.38","407.38","","1.49%"
"09/25/1990","401.40","408.50","401.40","401.40","","-0.55%"
"09/24/1990","403.62","404.07","403.62","403.62","","3.69%"
"09/21/1990","389.25","393.85","389.25","389.25","","-0.13%"
"09/20/1990","389.75","389.75","389.75","389.75","","1.01%"
"09/19/1990","385.85","388.80","385.85","385.85","","-0.77%"
"09/18/1990","388.85","394.55","388.85","388.85","","-0.49%"
"09/17/1990","390.75","391.05","390.75","390.75","","1.40%"
"09/14/1990","385.35","388.75","385.35","385.35","","0.42%"
"09/13/1990","383.75","385.10","383.75","383.75","","0.29%"
"09/12/1990","382.65","384.20","382.65","382.65","","0.47%"
"09/11/1990","380.85","383.45","380.85","380.85","","0.33%"
"09/10/1990","379.60","388.80","379.60","379.60","","-2.68%"
"09/07/1990","390.05","391.36","390.05","390.05","","-0.05%"
"09/06/1990","390.25","391.00","390.25","390.25","","0.39%"
"09/05/1990","388.75","389.95","388.75","388.75","","1.11%"
"09/04/1990","384.50","389.95","384.50","384.50","","-0.61%"
"09/03/1990","386.85","389.05","386.85","386.85","","1.01%"
"08/31/1990","383.00","390.05","383.00","383.00","","-1.61%"
"08/30/1990","389.25","390.95","389.25","389.25","","0.45%"
"08/29/1990","387.50","391.25","387.50","387.50","","1.17%"
"08/28/1990","383.00","394.50","383.00","383.00","","-1.86%"
"08/27/1990","390.25","414.25","390.25","390.25","","-5.27%"
"08/24/1990","411.95","414.75","411.95","411.95","","0.12%"
"08/23/1990","411.45","417.00","411.45","411.45","","-0.52%"
"08/22/1990","413.62","414.27","413.62","413.62","","1.63%"
"08/21/1990","407.00","415.95","407.00","407.00","","-0.67%"
"08/20/1990","409.75","414.25","409.75","409.75","","0.07%"
"08/17/1990","409.48","415.12","409.48","409.48","","-0.22%"
"08/16/1990","410.38","410.38","410.38","410.38","","1.89%"
"08/15/1990","402.75","408.65","402.75","402.75","","-0.48%"
"08/14/1990","404.68","416.38","404.68","404.68","","0.11%"
"08/13/1990","404.25","406.25","404.25","404.25","","1.89%"
"08/10/1990","396.75","396.95","396.75","396.75","","2.85%"
"08/09/1990","385.75","387.25","385.75","385.75","","0.73%"
"08/08/1990","382.95","387.25","382.95","382.95","","-0.92%"
"08/07/1990","386.50","387.60","386.50","386.50","","0.45%"
"08/06/1990","384.75","385.25","384.75","384.75","","1.85%"
"08/03/1990","377.75","382.15","377.75","377.75","","0.08%"
"08/02/1990","377.45","387.25","377.45","377.45","","1.13%"
"08/01/1990","373.25","375.65","373.25","373.25","","0.67%"
"07/31/1990","370.75","373.55","370.75","370.75","","0.76%"
"07/30/1990","367.95","369.15","367.95","367.95","","0.12%"
"07/27/1990","367.50","372.75","367.50","367.50","","-0.39%"
"07/26/1990","368.95","374.25","368.95","368.95","","-0.67%"
"07/25/1990","371.45","374.55","371.45","371.45","","1.13%"
"07/24/1990","367.30","370.05","367.30","367.30","","-0.35%"
"07/23/1990","368.60","370.50","368.60","368.60","","2.06%"
"07/20/1990","361.15","363.05","361.15","361.15","","0.14%"
"07/19/1990","360.65","363.87","360.65","360.65","","-0.18%"
"07/18/1990","361.30","363.35","361.30","361.30","","0.01%"
"07/17/1990","361.25","363.87","361.25","361.25","","-0.41%"
"07/16/1990","362.75","363.95","362.75","362.75","","-0.41%"
"07/13/1990","364.25","367.55","364.25","364.25","","1.76%"
"07/12/1990","357.95","359.05","357.95","357.95","","1.30%"
"07/11/1990","353.35","355.25","353.35","353.35","","-0.46%"
"07/10/1990","355.00","359.55","355.00","355.00","","-0.78%"
"07/09/1990","357.80","361.20","357.80","357.80","","-0.72%"
"07/06/1990","360.40","362.15","360.40","360.40","","-0.10%"
"07/05/1990","360.75","362.75","360.75","360.75","","-0.50%"
"07/04/1990","362.55","363.05","362.55","362.55","","0.29%"
"07/03/1990","361.50","362.95","361.50","361.50","","0.95%"
"07/02/1990","358.10","359.25","358.10","358.10","","0.29%"
"06/29/1990","357.05","358.25","357.05","357.05","","1.69%"
"06/28/1990","351.10","353.20","351.10","351.10","","0.24%"
"06/27/1990","350.25","353.75","350.25","350.25","","-0.01%"
"06/26/1990","350.30","353.85","350.30","350.30","","-0.86%"
"06/25/1990","353.35","354.25","353.35","353.35","","1.03%"
"06/22/1990","349.75","350.85","349.75","349.75","","-0.09%"
"06/21/1990","350.05","351.00","350.05","350.05","","0.09%"
"06/20/1990","349.75","351.75","349.75","349.75","","0.45%"
"06/19/1990","348.20","349.60","348.20","348.20","","-0.16%"
"06/18/1990","348.75","350.05","348.75","348.75","","0.93%"
"06/15/1990","345.55","348.15","345.55","345.55","","-1.03%"
"06/14/1990","349.15","351.95","349.15","349.15","","-1.24%"
"06/13/1990","353.55","354.85","353.55","353.55","","-0.34%"
"06/12/1990","354.75","357.10","354.75","354.75","","-0.17%"
"06/11/1990","355.35","355.75","355.35","355.35","","0.03%"
"06/08/1990","355.25","355.65","355.25","355.25","","0.35%"
"06/07/1990","354.00","357.50","354.00","354.00","","-0.85%"
"06/06/1990","357.05","361.00","357.05","357.05","","-0.60%"
"06/05/1990","359.20","360.20","359.20","359.20","","0.39%"
"06/04/1990","357.80","359.60","357.80","357.80","","-0.33%"
"06/01/1990","359.00","364.55","359.00","359.00","","-1.35%"
"05/31/1990","363.90","364.90","363.90","363.90","","-0.22%"
"05/30/1990","364.70","367.80","364.70","364.70","","-0.56%"
"05/29/1990","366.75","369.25","366.75","366.75","","-0.20%"
"05/28/1990","367.50","368.00","367.50","367.50","","-0.10%"
"05/25/1990","367.85","368.95","367.85","367.85","","0.30%"
"05/24/1990","366.75","374.85","366.75","366.75","","0.52%"
"05/23/1990","364.85","377.65","364.85","364.85","","-2.64%"
"05/22/1990","374.75","376.65","374.75","374.75","","0.52%"
"05/21/1990","372.80","374.45","372.80","372.80","","-0.12%"
"05/18/1990","373.25","375.55","373.25","373.25","","1.07%"
"05/17/1990","369.30","370.30","369.30","369.30","","0.01%"
"05/16/1990","369.25","371.35","369.25","369.25","","-0.24%"
"05/15/1990","370.15","372.45","370.15","370.15","","0.53%"
"05/14/1990","368.20","370.70","368.20","368.20","","-0.20%"
"05/11/1990","368.95","372.45","368.95","368.95","","-0.53%"
"05/10/1990","370.90","372.70","370.90","370.90","","-0.12%"
"05/09/1990","371.35","372.25","371.35","371.35","","0.23%"
"05/08/1990","370.50","374.15","370.50","370.50","","-0.42%"
"05/07/1990","372.05","372.75","372.05","372.05","","0.19%"
"05/04/1990","371.35","372.95","371.35","371.35","","-0.05%"
"05/03/1990","371.55","372.85","371.55","371.55","","0.43%"
"05/02/1990","369.95","371.15","369.95","369.95","","-0.08%"
"05/01/1990","370.25","371.60","370.25","370.25","","0.37%"
"04/30/1990","368.90","371.75","368.90","368.90","","-0.70%"
"04/27/1990","371.50","372.35","371.50","371.50","","0.18%"
"04/26/1990","370.85","373.65","370.85","370.85","","-0.20%"
"04/25/1990","371.60","376.00","371.60","371.60","","-1.13%"
"04/24/1990","375.85","379.00","375.85","375.85","","-0.75%"
"04/23/1990","378.70","379.85","378.70","378.70","","0.65%"
"04/20/1990","376.25","377.75","376.25","376.25","","-0.33%"
"04/19/1990","377.50","378.00","377.50","377.50","","0.29%"
"04/18/1990","376.40","377.20","376.40","376.40","","0.44%"
"04/17/1990","374.75","375.95","374.75","374.75","","-0.03%"
"04/16/1990","374.85","375.95","374.85","374.85","","-0.27%"
"04/13/1990","375.85","375.85","375.85","375.85","","0.00%"
"04/12/1990","375.85","376.15","375.85","375.85","","0.23%"
"04/11/1990","375.00","376.05","375.00","375.00","","-0.20%"
"04/10/1990","375.75","376.35","375.75","375.75","","-0.05%"
"04/09/1990","375.95","382.20","375.95","375.95","","-1.26%"
"04/06/1990","380.75","381.25","380.75","380.75","","1.38%"
"04/05/1990","375.55","379.50","375.55","375.55","","-0.45%"
"04/04/1990","377.25","378.15","377.25","377.25","","0.53%"
"04/03/1990","375.25","381.05","375.25","375.25","","1.27%"
"04/02/1990","370.55","370.55","370.55","370.55","","0.03%"
"03/30/1990","370.45","373.15","370.45","370.45","","-0.30%"
"03/29/1990","371.55","373.95","371.55","371.55","","0.60%"
"03/28/1990","369.35","376.25","369.35","369.35","","0.44%"
"03/27/1990","367.75","375.15","367.75","367.75","","-0.24%"
"03/26/1990","368.62","389.48","368.62","368.62","","-5.28%"
"03/23/1990","389.15","394.55","389.15","389.15","","-1.29%"
"03/22/1990","394.25","394.45","394.25","394.25","","0.66%"
"03/21/1990","391.65","394.25","391.65","391.65","","-0.41%"
"03/20/1990","393.25","402.15","393.25","393.25","","-1.99%"
"03/19/1990","401.25","403.15","401.25","401.25","","0.33%"
"03/16/1990","399.95","401.65","399.95","399.95","","0.36%"
"03/15/1990","398.50","400.75","398.50","398.50","","0.06%"
"03/14/1990","398.25","400.15","398.25","398.25","","-0.18%"
"03/13/1990","398.95","400.05","398.95","398.95","","-0.05%"
"03/12/1990","399.15","402.05","399.15","399.15","","-0.22%"
"03/09/1990","400.05","400.90","400.05","400.05","","-0.01%"
"03/08/1990","400.10","402.30","400.10","400.10","","-0.36%"
"03/07/1990","401.55","404.05","401.55","401.55","","-0.61%"
"03/06/1990","404.00","407.25","404.00","404.00","","-0.14%"
"03/05/1990","404.55","405.45","404.55","404.55","","0.26%"
"03/02/1990","403.50","407.51","403.50","403.50","","-0.85%"
"03/01/1990","406.95","408.85","406.95","406.95","","0.05%"
"02/28/1990","406.75","409.75","406.75","406.75","","-0.46%"
"02/27/1990","408.65","409.75","408.65","408.65","","0.02%"
"02/26/1990","408.55","415.10","408.55","408.55","","-1.59%"
"02/23/1990","415.15","417.95","415.15","415.15","","-0.38%"
"02/22/1990","416.75","419.45","416.75","416.75","","-0.19%"
"02/21/1990","417.55","423.15","417.55","417.55","","-0.43%"
"02/20/1990","419.35","421.45","419.35","419.35","","0.66%"
"02/19/1990","416.60","418.00","416.60","416.60","","-0.22%"
"02/16/1990","417.50","418.25","417.50","417.50","","0.96%"
"02/15/1990","413.55","418.05","413.55","413.55","","-0.78%"
"02/14/1990","416.80","418.70","416.80","416.80","","-0.30%"
"02/13/1990","418.05","421.50","418.05","418.05","","-0.36%"
"02/12/1990","419.55","420.45","419.55","419.55","","0.85%"
"02/09/1990","416.00","419.35","416.00","416.00","","-0.69%"
"02/08/1990","418.90","419.80","418.90","418.90","","0.26%"
"02/07/1990","417.80","424.60","417.80","417.80","","-0.88%"
"02/06/1990","421.50","424.50","421.50","421.50","","-0.34%"
"02/05/1990","422.95","424.75","422.95","422.95","","1.10%"
"02/02/1990","418.35","419.29","418.35","418.35","","0.11%"
"02/01/1990","417.90","418.45","417.90","417.90","","1.51%"
"01/31/1990","411.70","419.25","411.70","411.70","","-1.71%"
"01/30/1990","418.85","421.50","418.85","418.85","","-0.04%"
"01/29/1990","419.00","422.75","419.00","419.00","","-0.30%"
"01/26/1990","420.25","421.25","420.25","420.25","","0.51%"
"01/25/1990","418.12","418.77","418.12","418.12","","0.11%"
"01/24/1990","417.65","424.75","417.65","417.65","","1.08%"
"01/23/1990","413.20","414.65","413.20","413.20","","1.11%"
"01/22/1990","408.65","410.95","408.65","408.65","","-0.37%"
"01/19/1990","410.15","412.15","410.15","410.15","","-0.18%"
"01/18/1990","410.90","415.50","410.90","410.90","","-0.62%"
"01/17/1990","413.45","414.25","413.45","413.45","","1.03%"
"01/16/1990","409.25","415.85","409.25","409.25","","-1.49%"
"01/15/1990","415.45","418.40","415.45","415.45","","0.02%"
"01/12/1990","415.38","418.68","415.38","415.38","","0.47%"
"01/11/1990","413.45","413.45","413.45","413.45","","0.49%"
"01/10/1990","411.45","413.45","411.45","411.45","","1.40%"
"01/09/1990","405.75","406.45","405.75","405.75","","0.91%"
"01/08/1990","402.10","405.75","402.10","402.10","","-1.05%"
"01/05/1990","406.35","407.45","406.35","406.35","","1.83%"
"01/04/1990","399.05","399.45","399.05","399.05","","1.09%"
"01/03/1990","394.75","399.60","394.75","394.75","","-1.18%"
"01/02/1990","399.45","403.85","399.45","399.45","","-0.89%"
"12/29/1989","403.05","404.85","403.05","403.05","","0.83%"
"12/28/1989","399.75","403.05","399.75","399.75","","-0.25%"
"12/27/1989","400.75","410.16","400.75","400.75","","-1.54%"
"12/26/1989","407.00","413.30","407.00","407.00","","-1.57%"
"12/25/1989","413.50","414.70","413.50","413.50","","-0.16%"
"12/22/1989","414.15","414.15","414.15","414.15","","0.52%"
"12/21/1989","412.00","414.75","412.00","412.00","","-0.37%"
"12/20/1989","413.55","414.75","413.55","413.55","","0.19%"
"12/19/1989","412.75","415.25","412.75","412.75","","0.02%"
"12/18/1989","412.65","414.85","412.65","412.65","","-0.17%"
"12/15/1989","413.35","415.85","413.35","413.35","","1.15%"
"12/14/1989","408.65","409.95","408.65","408.65","","0.84%"
"12/13/1989","405.25","418.25","405.25","405.25","","-2.95%"
"12/12/1989","417.55","419.35","417.55","417.55","","0.07%"
"12/11/1989","417.25","419.05","417.25","417.25","","1.21%"
"12/08/1989","412.25","415.35","412.25","412.25","","0.63%"
"12/07/1989","409.65","411.15","409.65","409.65","","1.09%"
"12/06/1989","405.25","406.05","405.25","405.25","","0.35%"
"12/05/1989","403.85","405.65","403.85","403.85","","0.84%"
"12/04/1989","400.50","414.35","400.50","400.50","","-3.20%"
"12/01/1989","413.75","415.95","413.75","413.75","","0.50%"
"11/30/1989","411.70","413.30","411.70","411.70","","0.97%"
"11/29/1989","407.75","413.25","407.75","407.75","","-1.27%"
"11/28/1989","413.00","415.95","413.00","413.00","","-0.30%"
"11/27/1989","414.25","421.25","414.25","414.25","","-1.15%"
"11/24/1989","419.05","419.90","419.05","419.05","","1.71%"
"11/23/1989","412.00","413.25","412.00","412.00","","0.49%"
"11/22/1989","410.00","411.65","410.00","410.00","","1.61%"
"11/21/1989","403.50","405.65","403.50","403.50","","1.27%"
"11/20/1989","398.45","399.05","398.45","398.45","","0.98%"
"11/17/1989","394.60","395.00","394.60","394.60","","0.68%"
"11/16/1989","391.95","394.25","391.95","391.95","","0.49%"
"11/15/1989","390.05","393.85","390.05","390.05","","-0.64%"
"11/14/1989","392.55","393.75","392.55","392.55","","0.52%"
"11/13/1989","390.50","395.05","390.50","390.50","","1.18%"
"11/10/1989","385.95","388.25","385.95","385.95","","-0.13%"
"11/09/1989","386.45","389.55","386.45","386.45","","-0.66%"
"11/08/1989","389.00","389.60","389.00","389.00","","1.04%"
"11/07/1989","385.00","385.75","385.00","385.00","","1.10%"
"11/06/1989","380.80","381.20","380.80","380.80","","0.78%"
"11/03/1989","377.85","382.55","377.85","377.85","","-0.22%"
"11/02/1989","378.70","381.10","378.70","378.70","","1.49%"
"11/01/1989","373.15","375.30","373.15","373.15","","-0.20%"
"10/31/1989","373.90","376.74","373.90","373.90","","-0.85%"
"10/30/1989","377.10","379.20","377.10","377.10","","-0.11%"
"10/27/1989","377.50","377.78","377.50","377.50","","1.71%"
"10/26/1989","371.15","372.43","371.15","371.15","","0.74%"
"10/25/1989","368.44","369.35","368.44","368.44","","-0.25%"
"10/24/1989","369.38","369.54","369.38","369.38","","0.87%"
"10/23/1989","366.21","367.02","366.21","366.21","","-0.13%"
"10/20/1989","366.69","367.10","366.69","366.69","","0.03%"
"10/19/1989","366.59","369.54","366.59","366.59","","-0.43%"
"10/18/1989","368.18","369.08","368.18","368.18","","0.37%"
"10/17/1989","366.83","368.06","366.83","366.83","","-0.02%"
"10/16/1989","366.90","369.36","366.90","366.90","","1.14%"
"10/13/1989","362.78","364.09","362.78","362.78","","0.00%"
"10/12/1989","362.78","363.52","362.78","362.78","","0.32%"
"10/11/1989","361.63","362.04","361.63","361.63","","0.27%"
"10/10/1989","360.65","362.70","360.65","360.65","","-0.45%"
"10/09/1989","362.29","363.93","362.29","362.29","","-0.20%"
"10/06/1989","363.02","363.93","363.02","363.02","","0.09%"
"10/05/1989","362.70","367.69","362.70","362.70","","-0.85%"
"10/04/1989","365.81","366.47","365.81","365.81","","0.07%"
"10/03/1989","365.56","366.55","365.56","365.56","","-0.20%"
"10/02/1989","366.30","366.71","366.30","366.30","","0.04%"
"09/29/1989","366.14","369.17","366.14","366.14","","-0.07%"
"09/28/1989","366.38","367.29","366.38","366.38","","0.18%"
"09/27/1989","365.73","370.32","365.73","365.73","","-0.29%"
"09/26/1989","366.79","368.76","366.79","366.79","","-0.39%"
"09/25/1989","368.21","368.88","368.21","368.21","","1.11%"
"09/22/1989","364.16","366.38","364.16","364.16","","0.07%"
"09/21/1989","363.92","364.16","363.92","363.92","","0.15%"
"09/20/1989","363.37","366.38","363.37","363.37","","1.01%"
"09/19/1989","359.72","361.15","359.72","359.72","","-0.13%"
"09/18/1989","360.19","361.38","360.19","360.19","","-0.59%"
"09/15/1989","362.34","363.29","362.34","362.34","","0.89%"
"09/14/1989","359.16","362.10","359.16","359.16","","0.20%"
"09/13/1989","358.45","358.93","358.45","358.45","","0.04%"
"09/12/1989","358.29","359.16","358.29","358.29","","0.09%"
"09/11/1989","357.97","359.72","357.97","357.97","","-0.09%"
"09/08/1989","358.29","359.88","358.29","358.29","","-0.31%"
"09/07/1989","359.40","360.04","359.40","359.40","","-0.31%"
"09/06/1989","360.51","360.75","360.51","360.51","","0.66%"
"09/05/1989","358.13","359.40","358.13","358.13","","-0.22%"
"09/04/1989","358.93","359.00","358.93","358.93","","-0.02%"
"09/01/1989","359.00","359.40","359.00","359.00","","0.20%"
"08/31/1989","358.29","360.35","358.29","358.29","","-0.49%"
"08/30/1989","360.04","362.50","360.04","360.04","","-0.57%"
"08/29/1989","362.10","364.24","362.10","362.10","","0.93%"
"08/28/1989","358.77","360.19","358.77","358.77","","-0.06%"
"08/25/1989","359.00","362.73","359.00","359.00","","-0.90%"
"08/24/1989","362.26","364.48","362.26","362.26","","-0.37%"
"08/23/1989","363.61","367.25","363.61","363.61","","-0.76%"
"08/22/1989","366.38","367.25","366.38","366.38","","0.00%"
"08/21/1989","366.38","366.78","366.38","366.38","","0.15%"
"08/18/1989","365.83","367.10","365.83","365.83","","0.00%"
"08/17/1989","365.83","367.57","365.83","365.83","","-0.13%"
"08/16/1989","366.30","369.60","366.30","366.30","","-0.63%"
"08/15/1989","368.64","369.44","368.64","368.64","","1.03%"
"08/14/1989","364.88","365.83","364.88","364.88","","0.44%"
"08/11/1989","363.29","365.83","363.29","363.29","","-0.67%"
"08/10/1989","365.75","366.78","365.75","365.75","","0.00%"
"08/09/1989","365.75","366.38","365.75","365.75","","-0.02%"
"08/08/1989","365.83","366.78","365.83","365.83","","-0.06%"
"08/07/1989","366.06","368.21","366.06","366.06","","-0.35%"
"08/04/1989","367.33","372.29","367.33","367.33","","-1.54%"
"08/03/1989","373.09","374.04","373.09","373.09","","1.01%"
"08/02/1989","369.36","370.71","369.36","369.36","","-0.17%"
"08/01/1989","369.99","370.47","369.99","369.99","","-0.02%"
"07/31/1989","370.07","370.07","370.07","370.07","","1.03%"
"07/28/1989","366.30","380.23","366.30","366.30","","-1.67%"
"07/27/1989","372.53","375.07","372.53","372.53","","-0.44%"
"07/26/1989","374.16","375.27","374.16","374.16","","0.37%"
"07/25/1989","372.77","373.72","372.77","372.77","","0.09%"
"07/24/1989","372.45","373.76","372.45","372.45","","0.20%"
"07/21/1989","371.70","373.72","371.70","371.70","","0.27%"
"07/20/1989","370.71","373.36","370.71","370.71","","0.74%"
"07/19/1989","367.97","372.17","367.97","367.97","","-1.10%"
"07/18/1989","372.05","372.97","372.05","372.05","","0.48%"
"07/17/1989","370.27","372.17","370.27","370.27","","0.05%"
"07/14/1989","370.07","376.97","370.07","370.07","","-1.33%"
"07/13/1989","375.07","378.88","375.07","375.07","","-0.53%"
"07/12/1989","377.05","380.15","377.05","377.05","","-0.64%"
"07/11/1989","379.47","382.05","379.47","379.47","","-0.85%"
"07/10/1989","382.72","383.87","382.72","382.72","","0.30%"
"07/07/1989","381.57","385.54","381.57","381.57","","-0.75%"
"07/06/1989","384.47","386.25","384.47","384.47","","0.05%"
"07/05/1989","384.27","386.45","384.27","384.27","","2.07%"
"07/04/1989","376.46","378.56","376.46","376.46","","-0.14%"
"07/03/1989","376.97","377.37","376.97","376.97","","0.95%"
"06/30/1989","373.44","375.07","373.44","373.44","","0.94%"
"06/29/1989","369.95","378.68","369.95","369.95","","-1.33%"
"06/28/1989","374.95","377.05","374.95","374.95","","-0.19%"
"06/27/1989","375.66","377.05","375.66","375.66","","0.42%"
"06/26/1989","374.08","376.65","374.08","374.08","","-0.77%"
"06/23/1989","376.97","379.95","376.97","376.97","","1.96%"
"06/22/1989","369.71","371.86","369.71","369.71","","-0.33%"
"06/21/1989","370.94","371.26","370.94","370.94","","1.66%"
"06/20/1989","364.88","368.76","364.88","364.88","","-0.31%"
"06/19/1989","366.03","366.86","366.03","366.03","","0.47%"
"06/16/1989","364.32","367.45","364.32","364.32","","-0.53%"
"06/15/1989","366.26","367.65","366.26","366.26","","1.27%"
"06/14/1989","361.66","363.17","361.66","361.66","","-0.11%"
"06/13/1989","362.06","363.25","362.06","362.06","","0.36%"
"06/12/1989","360.75","361.86","360.75","360.75","","1.06%"
"06/09/1989","356.98","373.44","356.98","356.98","","-4.23%"
"06/08/1989","372.73","375.47","372.73","372.73","","-0.44%"
"06/07/1989","374.36","377.96","374.36","374.36","","-0.75%"
"06/06/1989","377.17","378.16","377.17","377.17","","3.24%"
"06/05/1989","365.35","368.96","365.35","365.35","","-0.50%"
"06/02/1989","367.18","367.45","367.18","367.18","","1.40%"
"06/01/1989","362.10","362.46","362.10","362.10","","0.24%"
"05/31/1989","361.23","364.56","361.23","361.23","","-0.53%"
"05/30/1989","363.17","364.88","363.17","363.17","","0.13%"
"05/29/1989","362.69","363.25","362.69","362.69","","-0.35%"
"05/26/1989","363.96","367.69","363.96","363.96","","-0.49%"
"05/25/1989","365.75","365.75","365.75","365.75","","1.05%"
"05/24/1989","361.94","363.92","361.94","361.94","","0.04%"
"05/23/1989","361.78","365.25","361.78","361.78","","0.08%"
"05/22/1989","361.49","363.37","361.49","361.49","","-0.79%"
"05/19/1989","364.37","368.96","364.37","364.37","","-1.04%"
"05/18/1989","368.19","371.72","368.19","368.19","","-0.93%"
"05/17/1989","371.66","374.19","371.66","371.66","","-0.52%"
"05/16/1989","373.60","375.25","373.60","373.60","","-0.13%"
"05/15/1989","374.07","376.19","374.07","374.07","","-0.50%"
"05/12/1989","375.96","380.07","375.96","375.96","","-0.88%"
"05/11/1989","379.31","379.90","379.31","379.31","","0.83%"
"05/10/1989","376.19","379.07","376.19","376.19","","-0.45%"
"05/09/1989","377.90","378.25","377.90","377.90","","0.67%"
"05/08/1989","375.37","378.96","375.37","375.37","","-0.42%"
"05/05/1989","376.96","377.90","376.96","376.96","","0.06%"
"05/04/1989","376.72","378.90","376.72","376.72","","-0.26%"
"05/03/1989","377.72","379.66","377.72","377.72","","0.17%"
"05/02/1989","377.07","377.90","377.07","377.07","","-0.17%"
"05/01/1989","377.72","378.37","377.72","377.72","","0.00%"
"04/28/1989","377.72","382.37","377.72","377.72","","-1.11%"
"04/27/1989","381.96","385.13","381.96","381.96","","-0.51%"
"04/26/1989","383.90","384.96","383.90","383.90","","-0.18%"
"04/25/1989","384.60","386.60","384.60","384.60","","-0.47%"
"04/24/1989","386.43","387.43","386.43","386.43","","0.64%"
"04/21/1989","383.96","385.72","383.96","383.96","","-0.30%"
"04/20/1989","385.13","385.25","385.13","385.13","","0.71%"
"04/19/1989","382.43","384.55","382.43","382.43","","-0.12%"
"04/18/1989","382.90","385.72","382.90","382.90","","-0.54%"
"04/17/1989","384.96","385.66","384.96","384.96","","0.06%"
"04/14/1989","384.72","389.96","384.72","384.72","","-1.18%"
"04/13/1989","389.31","391.49","389.31","389.31","","0.67%"
"04/12/1989","386.72","388.43","386.72","386.72","","0.55%"
"04/11/1989","384.60","385.72","384.60","384.60","","-0.18%"
"04/10/1989","385.31","386.31","385.31","385.31","","0.69%"
"04/07/1989","382.66","384.72","382.66","382.66","","-0.25%"
"04/06/1989","383.60","384.60","383.60","383.60","","0.04%"
"04/05/1989","383.43","385.31","383.43","383.43","","-0.59%"
"04/04/1989","385.72","387.49","385.72","385.72","","0.06%"
"04/03/1989","385.49","386.07","385.49","385.49","","0.22%"
"03/31/1989","384.66","384.78","384.66","384.66","","1.16%"
"03/30/1989","380.25","384.72","380.25","380.25","","-0.29%"
"03/29/1989","381.37","383.90","381.37","381.37","","-0.15%"
"03/28/1989","381.96","391.66","381.96","381.96","","-2.05%"
"03/27/1989","389.96","391.90","389.96","389.96","","-0.39%"
"03/23/1989","391.49","396.01","391.49","391.49","","-0.49%"
"03/22/1989","393.43","394.43","393.43","393.43","","0.08%"
"03/21/1989","393.13","395.78","393.13","393.13","","-0.45%"
"03/20/1989","394.90","396.43","394.90","394.90","","0.64%"
"03/17/1989","392.37","394.19","392.37","392.37","","0.97%"
"03/16/1989","388.60","391.13","388.60","388.60","","-0.54%"
"03/15/1989","390.72","395.43","390.72","390.72","","-1.09%"
"03/14/1989","395.01","397.01","395.01","395.01","","0.45%"
"03/13/1989","393.25","394.01","393.25","393.25","","-0.05%"
"03/10/1989","393.43","397.37","393.43","393.43","","-0.16%"
"03/09/1989","394.07","394.72","394.07","394.07","","0.48%"
"03/08/1989","392.19","395.60","392.19","392.19","","-0.12%"
"03/07/1989","392.66","392.90","392.66","392.66","","1.43%"
"03/06/1989","387.13","389.55","387.13","387.13","","0.26%"
"03/03/1989","386.13","387.13","386.13","386.13","","0.74%"
"03/02/1989","383.31","384.55","383.31","383.31","","-0.06%"
"03/01/1989","383.55","386.72","383.55","383.55","","-0.87%"
"02/28/1989","386.90","387.25","386.90","386.90","","0.26%"
"02/27/1989","385.90","391.84","385.90","385.90","","-0.79%"
"02/24/1989","388.96","390.72","388.96","388.96","","-0.36%"
"02/23/1989","390.37","391.90","390.37","390.37","","1.11%"
"02/22/1989","386.07","387.43","386.07","386.07","","0.17%"
"02/21/1989","385.43","388.43","385.43","385.43","","0.86%"
"02/20/1989","382.13","382.43","382.13","382.13","","0.59%"
"02/17/1989","379.90","383.78","379.90","379.90","","-0.77%"
"02/16/1989","382.84","384.49","382.84","382.84","","-0.14%"
"02/15/1989","383.37","384.66","383.37","383.37","","-0.26%"
"02/14/1989","384.37","386.84","384.37","384.37","","-0.11%"
"02/13/1989","384.78","387.25","384.78","384.78","","-0.50%"
"02/10/1989","386.72","394.49","386.72","386.72","","-1.57%"
