Unnamed: 0,Date,Fed Rate,Close,CPI,Open,DXY,SPX,t
10109,2019-01-01,0.1484230055658627,0.07370508376913874,0.06108514863987347,0.1331806976704745,-0.2026281876930124,0.1136610636526439,0.002688172043010753
10110,2019-01-02,0.1484230055658627,0.08194028405549209,0.1354298861830901,0.07463057736069396,-0.1283233717956807,0.163884328783339,0.005376344086021506
10111,2019-01-03,0.1484230055658627,0.05596180714136207,0.1807425870597823,0.07313371573551818,-0.1633778828665014,0.2166693414613144,0.008064516129032258
10112,2019-01-04,0.1484230055658627,0.05197939430876285,0.1696457181885892,0.05376992242088502,-0.1368954598326229,0.2474227060889469,0.01075268817204301
10113,2019-01-07,0.1484230055658627,0.03973571338266129,0.1282566680367233,0.05237131997449992,-0.1302369570384586,0.1962062897909626,0.01881720430107527
10114,2019-01-08,0.1484230055658627,0.021946877620474,-0.001623351592322061,0.04131378354325618,-0.0718032645778553,0.1405522959159922,0.02150537634408602
10115,2019-01-09,0.1484230055658627,-0.00899750464617119,0.02510078489373061,0.02444846678677784,-0.05401539057496606,0.1804719843304844,0.02419354838709677
10116,2019-01-10,0.1484230055658627,-0.01484975391740953,0.07324689707455367,-0.009135515047488264,-0.04596087713767307,0.1825202532247506,0.02688172043010753
10117,2019-01-11,0.1484230055658627,-0.01166854162812228,-0.01718060567132009,-0.01404754654370055,0.01242825221135221,0.2067379912687139,0.02956989247311828
10118,2019-01-14,0.1484230055658627,-0.04012963854171943,-0.02914796174719139,-0.01215844397559281,-0.03170477823559932,0.1765126218433749,0.03763440860215054
10119,2019-01-15,0.1484230055658627,-0.02388661795104412,0.0,-0.04000950255843722,-0.002800618840456494,0.1805672097850818,0.04032258064516129
10120,2019-01-16,0.1484230055658627,0.0197337618109211,0.0,-0.02613679585197646,0.05616719005300585,0.1367980909373504,0.04301075268817205
10121,2019-01-17,0.1484230055658627,0.03187890206487266,0.0,0.01963340618573806,0.03755327208488111,0.09461405985800914,0.0456989247311828
10122,2019-01-18,0.1484230055658627,0.03859963245150812,0.0,0.0323814555396725,0.01774395466080912,0.08158176541279467,0.04838709677419355
