Unnamed: 0,Date,Fed Rate,Close,CPI,Open,DXY,SPX,t
11152,2023-01-02,0.2677798392084106,0.03789562664239382,0.4364364760194765,6.062524930195453,-0.09918260636819388,-0.05072460939269658,0.005376344086021506
11153,2023-01-03,0.2677798392084106,0.06519685701119579,0.1060719527955653,6.050106680448986,-0.1354414136739676,0.00651770683165233,0.008064516129032258
11154,2023-01-04,0.2677798392084106,0.1073097778527441,0.1620857392518775,6.063725635624648,-0.219406244559672,0.002524455658369017,0.01075268817204301
11155,2023-01-05,0.2677798392084106,0.08415040985139452,0.0806877404866038,6.096762207893413,-0.210345772026871,-0.007892914762853708,0.01344086021505376
11156,2023-01-06,0.2677798392084106,0.09086502316776256,0.1034506719100107,6.008573985034857,-0.2306427076046016,0.03134991389311794,0.01612903225806452
11157,2023-01-09,0.2677798392084106,0.0694951023059178,0.2814210515265212,6.060807891120215,-0.2275211726860919,0.05563511839491955,0.02419354838709677
11158,2023-01-10,0.2677798392084106,0.1037627561838596,-0.01228303582707639,6.083316269651673,-0.2036499833626299,-0.006730825946173863,0.02688172043010753
11159,2023-01-11,0.2677798392084106,0.1422636591405672,-0.06456273688540971,6.113968037882958,-0.2349460764189035,0.02247220186243526,0.02956989247311828
11160,2023-01-12,0.2677798392084106,0.1357827186471423,-0.03182483268873248,6.117210982376299,-0.2225249662873759,0.05561886992946823,0.03225806451612903
11161,2023-01-13,0.2677798392084106,0.1390309795470664,0.0,6.184367522314879,-0.3013588074664071,0.08938938306593254,0.03494623655913978
11162,2023-01-16,0.2677798392084106,0.1919397014192965,0.0,6.260521734594747,-0.2481261293322958,0.08303597385337128,0.04301075268817205
11163,2023-01-17,0.2677798392084106,0.1204507996291544,0.0,6.25211086697137,-0.3605760999376777,0.1280759251643266,0.0456989247311828
11164,2023-01-18,0.2677798392084106,0.1289361458527976,0.0,6.221629621902161,-0.2368015461263606,0.1066347945815776,0.04838709677419355
11165,2023-01-19,0.2677798392084106,0.1038504181889078,0.0,6.206535700547033,-0.1571432087149553,0.1158704664963064,0.0510752688172043
11166,2023-01-20,0.2677798392084106,0.09957605839058223,0.0,6.296675425270419,-0.1185189127911381,0.06889239101418482,0.05376344086021505
11167,2023-01-23,0.2677798392084106,0.09530864443198744,0.0,6.279462486878395,-0.1022984746533396,0.07094207147852617,0.06182795698924731
11168,2023-01-24,0.2677798392084106,-0.002125001316703394,0.0,6.29625162186304,-0.1375592288538469,0.1375242352669074,0.06451612903225806
