Unnamed: 0,Date,Fed Rate,Close,CPI,Open,DXY,SPX,t
2395,1989-05-15,0.6054421768707482,-0.1634746129197685,0.0,2.983267248215702,0.6883067424868163,0.1158662437998761,0.3736559139784946
2396,1989-05-16,0.603586889301175,-0.1383732498016846,0.0,2.975812846946868,0.633013084367716,0.1251980798966542,0.3763440860215054
2397,1989-05-17,0.6134817563388991,-0.1407742395948926,0.0,2.96740681998414,0.4303591341483349,0.125138416313556,0.3790322580645161
2398,1989-05-18,0.6060606060606061,-0.1707996707014847,0.0,2.94781919111816,0.3571404525170443,0.1326893370685247,0.3817204301075269
2399,1989-05-19,0.6017316017316017,-0.1501872745749142,0.0,2.925931800158604,0.5689859967997424,0.1500036671424643,0.3844086021505376
2400,1989-05-22,0.5998763141620284,-0.1860296721739637,0.0,2.881601903251388,0.4565105298796357,0.1195196034585842,0.3924731182795699
2401,1989-05-23,0.6017316017316017,-0.1451156794822956,0.0,2.896510705789056,0.4028402713754933,0.1130758718633544,0.3951612903225806
2402,1989-05-24,0.6029684601113172,-0.07944155992859504,0.0,2.885963521015068,0.212925506985884,0.06896045624755255,0.3978494623655914
2403,1989-05-25,0.603586889301175,-0.07992397517653158,0.0,2.900475812846947,0.151119793168441,0.07757148370954225,0.4005376344086021
2404,1989-05-26,0.6004947433518862,0.04716412258772021,0.0,2.915860428231563,0.2246689726434574,0.05870552218104099,0.4032258064516129
2405,1989-05-29,0.6004947433518862,0.0686714496084449,0.0,2.880650277557494,-0.01680333104285781,0.058019728265038,0.4112903225806452
2406,1989-05-30,0.6042053184910327,0.09644358186949449,0.0,2.893576526566217,0.05519144914975353,0.07544292139485395,0.4139784946236559
2407,1989-05-31,0.6481137909709338,-0.01029649460045416,0.0,2.891038858049167,-0.07063771275882579,0.05413998150632676,0.4166666666666667
2408,1989-06-01,0.608534322820037,0.008577540140753324,0.0,2.874385408406027,0.1479878953345876,0.05255626429299939,0.4193548387096774
2409,1989-06-02,0.6017316017316017,0.01023603566344583,0.0,2.913957176843775,0.1389217328751496,0.07714370483510907,0.4220430107526882
2410,1989-06-05,0.5961657390228818,-0.02998017869658769,0.0,2.925931800158604,0.2046900765236351,0.05345936970838734,0.4301075268817204
2411,1989-06-06,0.5924551638837352,0.01869540933172899,0.0,2.998889770023791,0.4900491509243836,0.04980156930792948,0.4327956989247312
2412,1989-06-07,0.5862708719851577,0.009701479123929714,0.0,2.997303727200634,0.335186978932527,0.01731564078577146,0.4354838709677419
2413,1989-06-08,0.5856524427952999,0.01584262927336344,0.0,2.97755749405234,0.05675199661394178,0.004374829581981119,0.4381720430107527
2414,1989-06-09,0.5788497217068644,0.01829456232627897,0.0,2.961459159397304,0.03823084057165097,0.02087342744268496,0.4408602150537634
2415,1989-06-12,0.5782312925170067,0.058603361440366,0.0,2.869627279936558,0.1138526938449956,0.0002807023130312147,0.4489247311827957
2416,1989-06-13,0.575139146567718,0.01064913250147359,0.0,2.880650277557494,-0.004409775847322606,-0.02045563579317592,0.4516129032258064
2417,1989-06-14,0.5701917130488559,0.09208855927411647,0.0,2.880015860428232,-0.01942860297807546,-0.03475200638300654,0.4543010752688172
2418,1989-06-15,0.5850340136054422,-0.01332102958447056,0.0,2.915543219666931,-0.1833237962969299,0.03126704538221189,0.4569892473118279
2419,1989-06-16,0.5875077303648731,0.03905611316394291,0.0,2.913957176843775,-0.104516892735351,0.008564392848883863,0.4596774193548387
