"Date","Price","Open","High","Low","Vol.","Change %"
"02/03/1999","287.55","288.45","287.55","287.55","","-0.38%"
"02/02/1999","288.65","288.65","288.65","288.65","","-0.03%"
"02/01/1999","288.75","286.65","288.75","288.75","","0.84%"
"01/29/1999","286.35","284.35","286.35","286.35","","0.77%"
"01/28/1999","284.15","283.30","284.15","284.15","","0.28%"
"01/27/1999","283.35","286.05","283.35","283.35","","-0.98%"
"01/26/1999","286.15","287.75","286.15","286.15","","-0.59%"
"01/25/1999","287.85","286.45","287.85","287.85","","0.45%"
"01/22/1999","286.55","287.60","286.55","286.55","","-0.42%"
"01/21/1999","287.75","287.15","287.75","287.75","","0.17%"
"01/20/1999","287.25","286.65","287.25","287.25","","0.24%"
"01/19/1999","286.55","287.05","286.55","286.55","","-0.14%"
"01/18/1999","286.95","286.65","286.95","286.95","","-0.03%"
"01/15/1999","287.05","286.55","287.05","287.05","","0.07%"
"01/14/1999","286.85","286.25","286.85","286.85","","-0.03%"
"01/13/1999","286.95","288.85","286.95","286.95","","-0.55%"
"01/12/1999","288.55","292.90","288.55","288.55","","-1.49%"
"01/11/1999","292.90","291.50","292.90","292.90","","0.57%"
"01/08/1999","291.25","291.05","291.25","291.25","","-0.10%"
"01/07/1999","291.55","288.25","291.55","291.55","","1.32%"
"01/06/1999","287.75","287.00","287.75","287.75","","0.28%"
"01/05/1999","286.95","287.65","286.95","286.95","","-0.14%"
"01/04/1999","287.35","288.55","287.35","287.35","","-0.31%"
"12/31/1998","288.25","287.25","288.25","288.25","","0.38%"
"12/30/1998","287.15","286.25","287.15","287.15","","0.31%"
"12/29/1998","286.25","286.65","286.25","286.25","","-0.17%"
"12/28/1998","286.75","286.35","286.75","286.75","","0.00%"
"12/25/1998","286.75","286.25","286.75","286.75","","0.14%"
"12/24/1998","286.35","286.95","286.35","286.35","","-0.14%"
"12/23/1998","286.75","288.25","286.75","286.75","","-0.47%"
"12/22/1998","288.10","288.85","288.10","288.10","","-0.29%"
"12/21/1998","288.95","289.65","288.95","288.95","","-0.10%"
"12/18/1998","289.25","291.80","289.25","289.25","","-0.86%"
"12/17/1998","291.75","295.75","291.75","291.75","","-1.12%"
"12/16/1998","295.05","292.85","295.05","295.05","","0.79%"
"12/15/1998","292.75","291.35","292.75","292.75","","0.48%"
"12/14/1998","291.35","291.15","291.35","291.35","","0.17%"
"12/11/1998","290.85","294.70","290.85","290.85","","-1.16%"
"12/10/1998","294.25","294.15","294.25","294.25","","0.07%"
"12/09/1998","294.05","293.90","294.05","294.05","","0.14%"
"12/08/1998","293.65","294.85","293.65","293.65","","-0.51%"
"12/07/1998","295.15","292.15","295.15","295.15","","0.91%"
"12/04/1998","292.50","292.05","292.50","292.50","","0.22%"
"12/03/1998","291.85","293.25","291.85","291.85","","-0.41%"
"12/02/1998","293.05","293.75","293.05","293.05","","-0.24%"
"12/01/1998","293.75","293.15","293.75","293.75","","0.27%"
"11/30/1998","292.95","296.10","292.95","292.95","","-0.98%"
"11/27/1998","295.85","296.15","295.85","295.85","","-0.24%"
"11/26/1998","296.55","296.40","296.55","296.55","","-0.02%"
"11/25/1998","296.60","296.30","296.60","296.60","","0.14%"
"11/24/1998","296.20","296.65","296.20","296.20","","-0.17%"
"11/23/1998","296.70","296.00","296.70","296.70","","0.22%"
"11/20/1998","296.05","295.85","296.05","296.05","","0.10%"
"11/19/1998","295.75","296.80","295.75","295.75","","-0.50%"
"11/18/1998","297.25","294.05","297.25","297.25","","0.92%"
"11/17/1998","294.55","294.80","294.55","294.55","","-0.14%"
"11/16/1998","294.95","295.75","294.95","294.95","","-0.30%"
"11/13/1998","295.85","296.75","295.85","295.85","","-0.30%"
"11/12/1998","296.75","293.40","296.75","296.75","","1.30%"
"11/11/1998","292.95","293.35","292.95","292.95","","-0.10%"
"11/10/1998","293.25","292.75","293.25","293.25","","0.17%"
"11/09/1998","292.75","292.85","292.75","292.75","","-0.10%"
"11/06/1998","293.05","293.65","293.05","293.05","","-0.31%"
"11/05/1998","293.95","290.85","293.95","293.95","","1.10%"
"11/04/1998","290.75","288.95","290.75","290.75","","0.55%"
"11/03/1998","289.15","290.00","289.15","289.15","","-0.38%"
"11/02/1998","290.25","292.75","290.25","290.25","","-0.79%"
"10/30/1998","292.55","293.65","292.55","292.55","","-0.37%"
"10/29/1998","293.65","293.20","293.65","293.65","","0.20%"
"10/28/1998","293.05","293.70","293.05","293.05","","-0.20%"
"10/27/1998","293.65","292.15","293.65","293.65","","0.39%"
"10/26/1998","292.50","292.80","292.50","292.50","","-0.15%"
"10/23/1998","292.95","292.35","292.95","292.95","","0.14%"
"10/22/1998","292.55","295.35","292.55","292.55","","-0.91%"
"10/21/1998","295.25","296.60","295.25","295.25","","-0.34%"
"10/20/1998","296.25","295.95","296.25","296.25","","0.03%"
"10/19/1998","296.15","299.95","296.15","296.15","","-1.27%"
"10/16/1998","299.95","300.00","299.95","299.95","","0.15%"
"10/15/1998","299.50","296.10","299.50","299.50","","1.13%"
"10/14/1998","296.15","296.70","296.15","296.15","","-0.13%"
"10/13/1998","296.55","296.35","296.55","296.55","","0.10%"
"10/12/1998","296.25","296.70","296.25","296.25","","-0.17%"
"10/09/1998","296.75","301.55","296.75","296.75","","-0.97%"
"10/08/1998","299.65","301.30","299.65","299.65","","-0.63%"
"10/07/1998","301.55","296.80","301.55","301.55","","1.79%"
"10/06/1998","296.25","296.25","296.25","296.25","","-0.13%"
"10/05/1998","296.65","300.35","296.65","296.65","","-1.30%"
"10/02/1998","300.55","300.20","300.55","300.55","","0.23%"
"10/01/1998","299.85","296.55","299.85","299.85","","0.98%"
"09/30/1998","296.95","294.95","296.95","296.95","","0.75%"
"09/29/1998","294.75","296.15","294.75","294.75","","-0.34%"
"09/28/1998","295.75","294.25","295.75","295.75","","0.54%"
"09/25/1998","294.15","293.95","294.15","294.15","","0.00%"
"09/24/1998","294.15","289.75","294.15","294.15","","1.52%"
"09/23/1998","289.75","287.75","289.75","289.75","","0.66%"
"09/22/1998","287.85","288.75","287.85","287.85","","-0.38%"
"09/21/1998","288.95","290.65","288.95","288.95","","-0.86%"
"09/18/1998","291.45","291.50","291.45","291.45","","0.00%"
"09/17/1998","291.45","287.90","291.45","291.45","","1.25%"
"09/16/1998","287.85","289.45","287.85","287.85","","-0.72%"
"09/15/1998","289.95","290.05","289.95","289.95","","-0.14%"
"09/14/1998","290.35","292.70","290.35","290.35","","-1.16%"
"09/11/1998","293.75","290.75","293.75","293.75","","1.14%"
"09/10/1998","290.45","284.25","290.45","290.45","","2.18%"
"09/09/1998","284.25","286.10","284.25","284.25","","-0.63%"
"09/08/1998","286.05","288.25","286.05","286.05","","-0.83%"
"09/07/1998","288.45","287.05","288.45","288.45","","0.56%"
"09/04/1998","286.85","285.20","286.85","286.85","","0.67%"
"09/03/1998","284.95","280.10","284.95","284.95","","1.71%"
"09/02/1998","280.15","278.80","280.15","280.15","","0.47%"
"09/01/1998","278.85","277.35","278.85","278.85","","0.80%"
"08/31/1998","276.65","274.15","276.65","276.65","","0.84%"
"08/28/1998","274.35","277.05","274.35","274.35","","-0.80%"
"08/27/1998","276.55","281.85","276.55","276.55","","-2.02%"
"08/26/1998","282.25","283.25","282.25","282.25","","-0.28%"
"08/25/1998","283.05","284.65","283.05","283.05","","-0.56%"
"08/24/1998","284.65","284.25","284.65","284.65","","-0.05%"
"08/21/1998","284.80","284.75","284.80","284.80","","-0.12%"
"08/20/1998","285.15","283.55","285.15","285.15","","0.64%"
"08/19/1998","283.35","285.25","283.35","283.35","","-0.56%"
"08/18/1998","284.95","285.00","284.95","284.95","","-0.04%"
"08/17/1998","285.05","283.80","285.05","285.05","","0.35%"
"08/14/1998","284.05","285.65","284.05","284.05","","-0.46%"
"08/13/1998","285.35","283.00","285.35","285.35","","0.92%"
"08/12/1998","282.75","284.05","282.75","282.75","","-0.42%"
"08/11/1998","283.95","286.85","283.95","283.95","","-1.22%"
"08/10/1998","287.45","286.85","287.45","287.45","","0.28%"
"08/07/1998","286.65","287.55","286.65","286.65","","-0.24%"
"08/06/1998","287.35","287.75","287.35","287.35","","-0.21%"
"08/05/1998","287.95","288.55","287.95","287.95","","-0.35%"
"08/04/1998","288.95","283.50","288.95","288.95","","1.79%"
"08/03/1998","283.88","286.62","283.88","283.88","","-0.90%"
"07/31/1998","286.45","288.75","286.45","286.45","","-1.05%"
"07/30/1998","289.50","290.30","289.50","289.50","","-0.19%"
"07/29/1998","290.05","291.65","290.05","290.05","","-0.58%"
"07/28/1998","291.75","289.75","291.75","291.75","","0.48%"
"07/27/1998","290.35","291.50","290.35","290.35","","-0.38%"
"07/24/1998","291.45","293.75","291.45","291.45","","-0.66%"
"07/23/1998","293.40","294.25","293.40","293.40","","-0.25%"
"07/22/1998","294.15","295.05","294.15","294.15","","-0.24%"
"07/21/1998","294.85","295.85","294.85","294.85","","-0.44%"
"07/20/1998","296.15","294.50","296.15","296.15","","0.56%"
"07/17/1998","294.50","293.40","294.50","294.50","","0.36%"
"07/16/1998","293.45","293.65","293.45","293.45","","-0.10%"
"07/15/1998","293.75","293.45","293.75","293.75","","0.20%"
"07/14/1998","293.15","291.85","293.15","293.15","","0.51%"
"07/13/1998","291.65","289.85","291.65","291.65","","0.28%"
"07/10/1998","290.85","291.25","290.85","290.85","","-0.29%"
"07/09/1998","291.70","293.35","291.70","291.70","","-0.53%"
"07/08/1998","293.25","295.15","293.25","293.25","","-0.61%"
"07/07/1998","295.05","293.35","295.05","295.05","","0.61%"
"07/06/1998","293.25","294.10","293.25","293.25","","-0.51%"
"07/03/1998","294.75","293.95","294.75","294.75","","0.31%"
"07/02/1998","293.85","296.35","293.85","293.85","","-0.88%"
"07/01/1998","296.45","296.95","296.45","296.45","","-0.17%"
"06/30/1998","296.95","293.45","296.95","296.95","","1.12%"
"06/29/1998","293.65","293.15","293.65","293.65","","-0.07%"
"06/26/1998","293.85","293.65","293.85","293.85","","-0.02%"
"06/25/1998","293.90","292.45","293.90","293.90","","0.36%"
"06/24/1998","292.85","294.80","292.85","292.85","","-0.75%"
"06/23/1998","295.05","295.65","295.05","295.05","","-0.14%"
"06/22/1998","295.45","297.00","295.45","295.45","","-1.10%"
"06/19/1998","298.75","293.15","298.75","298.75","","1.88%"
"06/18/1998","293.25","293.65","293.25","293.25","","-0.07%"
"06/17/1998","293.45","288.80","293.45","293.45","","1.66%"
"06/16/1998","288.65","284.55","288.65","288.65","","1.33%"
"06/15/1998","284.85","285.55","284.85","284.85","","-0.40%"
"06/12/1998","286.00","286.60","286.00","286.00","","-0.30%"
"06/11/1998","286.85","292.85","286.85","286.85","","-2.18%"
"06/10/1998","293.25","293.50","293.25","293.25","","-0.14%"
"06/09/1998","293.65","295.35","293.65","293.65","","-0.88%"
"06/08/1998","296.25","291.70","296.25","296.25","","1.58%"
"06/05/1998","291.65","293.50","291.65","291.65","","-0.70%"
"06/04/1998","293.70","292.95","293.70","293.70","","0.19%"
"06/03/1998","293.15","291.35","293.15","293.15","","0.60%"
"06/02/1998","291.40","288.20","291.40","291.40","","1.02%"
"06/01/1998","288.45","293.10","288.45","288.45","","-1.54%"
"05/29/1998","292.95","293.00","292.95","292.95","","-0.05%"
"05/28/1998","293.10","294.00","293.10","293.10","","-0.26%"
"05/27/1998","293.85","295.10","293.85","293.85","","-0.58%"
"05/26/1998","295.55","299.55","295.55","295.55","","-1.40%"
"05/25/1998","299.75","299.60","299.75","299.75","","-0.03%"
"05/22/1998","299.85","301.75","299.85","299.85","","-0.43%"
"05/21/1998","301.15","299.45","301.15","301.15","","0.50%"
"05/20/1998","299.65","298.55","299.65","299.65","","0.33%"
"05/19/1998","298.65","299.25","298.65","298.65","","-0.30%"
"05/18/1998","299.55","301.00","299.55","299.55","","-0.56%"
"05/15/1998","301.25","298.90","301.25","301.25","","0.70%"
"05/14/1998","299.15","298.55","299.15","299.15","","0.23%"
"05/13/1998","298.45","298.00","298.45","298.45","","0.18%"
"05/12/1998","297.90","300.20","297.90","297.90","","-0.82%"
"05/11/1998","300.35","299.65","300.35","300.35","","0.17%"
"05/08/1998","299.85","298.60","299.85","299.85","","0.44%"
"05/07/1998","298.55","300.60","298.55","298.55","","-0.73%"
"05/06/1998","300.75","303.25","300.75","300.75","","-0.86%"
"05/05/1998","303.35","303.75","303.35","303.35","","-0.33%"
"05/04/1998","304.35","302.75","304.35","304.35","","0.69%"
"05/01/1998","302.25","306.85","302.25","302.25","","-1.43%"
"04/30/1998","306.65","310.15","306.65","306.65","","-1.16%"
"04/29/1998","310.25","308.05","310.25","310.25","","0.75%"
"04/28/1998","307.95","309.85","307.95","307.95","","-0.55%"
"04/27/1998","309.65","312.45","309.65","309.65","","-0.96%"
"04/24/1998","312.65","314.10","312.65","312.65","","-0.45%"
"04/23/1998","314.05","312.85","314.05","314.05","","0.26%"
"04/22/1998","313.25","310.65","313.25","313.25","","0.80%"
"04/21/1998","310.75","307.85","310.75","310.75","","0.91%"
"04/20/1998","307.95","306.95","307.95","307.95","","0.06%"
"04/17/1998","307.75","308.15","307.75","307.75","","-0.13%"
"04/16/1998","308.15","306.95","308.15","308.15","","0.29%"
"04/15/1998","307.25","308.35","307.25","307.25","","-0.32%"
"04/14/1998","308.25","310.85","308.25","308.25","","-0.87%"
"04/13/1998","310.95","310.50","310.95","310.95","","0.06%"
"04/10/1998","310.75","308.50","310.75","310.75","","0.75%"
"04/09/1998","308.45","309.30","308.45","308.45","","-0.29%"
"04/08/1998","309.35","310.05","309.35","309.35","","-0.13%"
"04/07/1998","309.75","309.35","309.75","309.75","","0.23%"
"04/06/1998","309.05","308.05","309.05","309.05","","0.26%"
"04/03/1998","308.25","302.10","308.25","308.25","","1.99%"
"04/02/1998","302.25","299.75","302.25","302.25","","0.83%"
"04/01/1998","299.75","300.95","299.75","299.75","","-0.40%"
"03/31/1998","300.95","301.40","300.95","300.95","","-0.23%"
"03/30/1998","301.65","302.75","301.65","301.65","","-0.40%"
"03/27/1998","302.85","301.10","302.85","302.85","","0.43%"
"03/26/1998","301.55","299.35","301.55","301.55","","0.84%"
"03/25/1998","299.05","299.25","299.05","299.05","","-0.20%"
"03/24/1998","299.65","298.35","299.65","299.65","","0.23%"
"03/23/1998","298.95","291.75","298.95","298.95","","2.47%"
"03/20/1998","291.75","291.30","291.75","291.75","","0.07%"
"03/19/1998","291.55","291.45","291.55","291.55","","0.14%"
"03/18/1998","291.15","292.05","291.15","291.15","","-0.27%"
"03/17/1998","291.95","294.45","291.95","291.95","","-0.88%"
"03/16/1998","294.55","295.50","294.55","294.55","","-0.27%"
"03/13/1998","295.35","294.45","295.35","295.35","","0.27%"
"03/12/1998","294.55","294.60","294.55","294.55","","-0.02%"
"03/11/1998","294.60","295.75","294.60","294.60","","-0.47%"
"03/10/1998","296.00","294.30","296.00","296.00","","0.53%"
"03/09/1998","294.45","294.15","294.45","294.45","","0.00%"
"03/06/1998","294.45","293.50","294.45","294.45","","0.34%"
"03/05/1998","293.45","296.00","293.45","293.45","","-0.88%"
"03/04/1998","296.05","297.55","296.05","296.05","","-0.60%"
"03/03/1998","297.85","299.50","297.85","297.85","","-0.62%"
"03/02/1998","299.70","299.40","299.70","299.70","","0.18%"
"02/27/1998","299.15","294.60","299.15","299.15","","1.53%"
"02/26/1998","294.65","291.85","294.65","294.65","","0.89%"
"02/25/1998","292.05","291.85","292.05","292.05","","0.21%"
"02/24/1998","291.45","293.45","291.45","291.45","","-0.68%"
"02/23/1998","293.45","296.75","293.45","293.45","","-1.28%"
"02/20/1998","297.25","298.85","297.25","297.25","","-0.57%"
"02/19/1998","298.95","297.85","298.95","298.95","","0.47%"
"02/18/1998","297.55","297.45","297.55","297.55","","-0.15%"
"02/17/1998","298.00","298.45","298.00","298.00","","-0.08%"
"02/16/1998","298.25","299.55","298.25","298.25","","-0.53%"
"02/13/1998","299.85","298.60","299.85","299.85","","0.37%"
"02/12/1998","298.75","300.45","298.75","298.75","","-0.43%"
"02/11/1998","300.05","300.55","300.05","300.05","","-0.13%"
"02/10/1998","300.45","299.80","300.45","300.45","","0.23%"
"02/09/1998","299.75","298.05","299.75","299.75","","0.54%"
"02/06/1998","298.15","298.75","298.15","298.15","","-0.17%"
"02/05/1998","298.65","299.10","298.65","298.65","","-0.23%"
"02/04/1998","299.35","295.45","299.35","299.35","","1.35%"
"02/03/1998","295.35","303.00","295.35","295.35","","-2.51%"
"02/02/1998","302.95","302.85","302.95","302.95","","0.17%"
"01/30/1998","302.45","302.25","302.45","302.45","","-0.13%"
"01/29/1998","302.85","305.50","302.85","302.85","","-0.70%"
"01/28/1998","305.00","300.60","305.00","305.00","","1.41%"
"01/27/1998","300.75","297.50","300.75","300.75","","1.25%"
"01/26/1998","297.05","298.75","297.05","297.05","","-0.86%"
"01/23/1998","299.62","290.88","299.62","299.62","","3.16%"
"01/22/1998","290.45","293.00","290.45","290.45","","-0.72%"
"01/21/1998","292.55","291.35","292.55","292.55","","0.72%"
"01/20/1998","290.45","287.55","290.45","290.45","","1.01%"
"01/19/1998","287.55","290.55","287.55","287.55","","-0.90%"
"01/16/1998","290.15","286.25","290.15","290.15","","1.61%"
"01/15/1998","285.55","281.45","285.55","285.55","","1.28%"
"01/14/1998","281.95","283.15","281.95","281.95","","-0.28%"
"01/13/1998","282.75","277.80","282.75","282.75","","1.65%"
"01/12/1998","278.15","278.35","278.15","278.15","","-0.18%"
"01/09/1998","278.65","281.05","278.65","278.65","","-0.82%"
"01/08/1998","280.95","283.25","280.95","280.95","","-1.02%"
"01/07/1998","283.85","280.75","283.85","283.85","","0.85%"
"01/06/1998","281.45","281.85","281.45","281.45","","-0.14%"
"01/05/1998","281.85","287.65","281.85","281.85","","-2.22%"
"01/02/1998","288.25","288.85","288.25","288.25","","-0.28%"
"12/31/1997","289.05","290.45","289.05","289.05","","-0.52%"
"12/30/1997","290.55","291.25","290.55","290.55","","-0.17%"
"12/29/1997","291.05","295.25","291.05","291.05","","-1.29%"
"12/26/1997","294.85","296.25","294.85","294.85","","-0.64%"
"12/25/1997","296.75","296.50","296.75","296.75","","0.10%"
"12/24/1997","296.45","294.05","296.45","296.45","","0.82%"
"12/23/1997","294.05","291.55","294.05","294.05","","1.03%"
"12/22/1997","291.05","289.25","291.05","291.05","","0.69%"
"12/19/1997","289.05","287.05","289.05","289.05","","0.59%"
"12/18/1997","287.35","288.15","287.35","287.35","","-0.62%"
"12/17/1997","289.15","284.05","289.15","289.15","","1.97%"
"12/16/1997","283.55","284.05","283.55","283.55","","-0.28%"
"12/15/1997","284.35","282.55","284.35","284.35","","0.53%"
"12/12/1997","282.85","283.95","282.85","282.85","","-0.42%"
"12/11/1997","284.05","286.75","284.05","284.05","","-0.91%"
"12/10/1997","286.65","283.15","286.65","286.65","","1.38%"
"12/09/1997","282.75","287.55","282.75","282.75","","-1.77%"
"12/08/1997","287.85","288.15","287.85","287.85","","-0.14%"
"12/05/1997","288.25","286.25","288.25","288.25","","0.70%"
"12/04/1997","286.25","292.15","286.25","286.25","","-2.09%"
"12/03/1997","292.35","293.50","292.35","292.35","","-0.51%"
"12/02/1997","293.85","293.65","293.85","293.85","","0.00%"
"12/01/1997","293.85","297.25","293.85","293.85","","-1.06%"
"11/28/1997","297.00","295.95","297.00","297.00","","0.34%"
"11/27/1997","296.00","296.80","296.00","296.00","","-0.25%"
"11/26/1997","296.75","299.80","296.75","296.75","","-1.20%"
"11/25/1997","300.35","302.85","300.35","300.35","","-0.86%"
"11/24/1997","302.95","304.85","302.95","302.95","","-0.66%"
"11/21/1997","304.95","303.25","304.95","304.95","","0.69%"
"11/20/1997","302.85","304.25","302.85","302.85","","-0.39%"
"11/19/1997","304.05","306.15","304.05","304.05","","-0.88%"
"11/18/1997","306.75","303.85","306.75","306.75","","0.95%"
"11/17/1997","303.85","303.25","303.85","303.85","","0.16%"
"11/14/1997","303.35","308.15","303.35","303.35","","-1.46%"
"11/13/1997","307.85","307.45","307.85","307.85","","0.13%"
"11/12/1997","307.45","309.75","307.45","307.45","","-0.74%"
"11/11/1997","309.75","310.15","309.75","309.75","","-0.13%"
"11/10/1997","310.15","309.75","310.15","310.15","","-0.03%"
"11/07/1997","310.25","312.50","310.25","310.25","","-0.70%"
"11/06/1997","312.45","313.45","312.45","312.45","","-0.35%"
"11/05/1997","313.55","313.95","313.55","313.55","","-0.10%"
"11/04/1997","313.85","313.70","313.85","313.85","","0.13%"
"11/03/1997","313.45","311.75","313.45","313.45","","0.64%"
"10/31/1997","311.45","316.25","311.45","311.45","","-1.58%"
"10/30/1997","316.45","313.35","316.45","316.45","","0.83%"
"10/29/1997","313.85","316.25","313.85","313.85","","-0.60%"
"10/28/1997","315.75","311.25","315.75","315.75","","1.25%"
"10/27/1997","311.85","309.25","311.85","311.85","","0.92%"
"10/24/1997","309.00","323.50","309.00","309.00","","-4.53%"
"10/23/1997","323.65","322.60","323.65","323.65","","0.37%"
"10/22/1997","322.45","322.75","322.45","322.45","","-0.08%"
"10/21/1997","322.70","323.50","322.70","322.70","","-0.29%"
"10/20/1997","323.65","325.25","323.65","323.65","","-0.49%"
"10/17/1997","325.25","326.10","325.25","325.25","","-0.18%"
"10/16/1997","325.85","326.85","325.85","325.85","","-0.34%"
"10/15/1997","326.95","327.95","326.95","326.95","","-0.30%"
"10/14/1997","327.95","328.75","327.95","327.95","","-0.15%"
"10/13/1997","328.45","329.95","328.45","328.45","","-0.36%"
"10/10/1997","329.65","327.45","329.65","329.65","","0.58%"
"10/09/1997","327.75","333.55","327.75","327.75","","-1.65%"
"10/08/1997","333.25","331.25","333.25","333.25","","0.54%"
"10/07/1997","331.45","332.30","331.45","331.45","","-0.33%"
"10/06/1997","332.55","334.55","332.55","332.55","","-0.69%"
"10/03/1997","334.85","331.35","334.85","334.85","","1.03%"
"10/02/1997","331.45","333.65","331.45","331.45","","-0.69%"
"10/01/1997","333.75","333.65","333.75","333.75","","-0.21%"
"09/30/1997","334.45","328.00","334.45","334.45","","1.89%"
"09/29/1997","328.25","326.15","328.25","328.25","","0.46%"
"09/26/1997","326.75","326.65","326.75","326.75","","-0.12%"
"09/25/1997","327.15","323.25","327.15","327.15","","1.25%"
"09/24/1997","323.10","321.65","323.10","323.10","","0.36%"
"09/23/1997","321.95","321.15","321.95","321.95","","0.22%"
"09/22/1997","321.25","320.85","321.25","321.25","","0.12%"
"09/19/1997","320.85","320.75","320.85","320.85","","0.06%"
"09/18/1997","320.65","320.45","320.65","320.65","","0.12%"
"09/17/1997","320.25","320.75","320.25","320.25","","-0.16%"
"09/16/1997","320.75","322.85","320.75","320.75","","-0.71%"
"09/15/1997","323.05","323.60","323.05","323.05","","-0.34%"
"09/12/1997","324.15","324.10","324.15","324.15","","-0.03%"
"09/11/1997","324.25","321.65","324.25","324.25","","0.78%"
"09/10/1997","321.75","321.25","321.75","321.75","","0.08%"
"09/09/1997","321.50","321.75","321.50","321.50","","-0.14%"
"09/08/1997","321.95","322.50","321.95","321.95","","-0.19%"
"09/05/1997","322.55","321.45","322.55","322.55","","0.31%"
"09/04/1997","321.55","322.00","321.55","321.55","","-0.14%"
"09/03/1997","322.00","322.40","322.00","322.00","","-0.16%"
"09/02/1997","322.50","324.45","322.50","322.50","","-0.63%"
"09/01/1997","324.55","324.15","324.55","324.55","","0.12%"
"08/29/1997","324.15","324.55","324.15","324.15","","0.06%"
"08/28/1997","323.95","325.65","323.95","323.95","","-0.46%"
"08/27/1997","325.45","325.75","325.45","325.45","","-0.14%"
"08/26/1997","325.90","324.50","325.90","325.90","","0.37%"
"08/25/1997","324.70","326.25","324.70","324.70","","-0.54%"
"08/22/1997","326.45","323.50","326.45","326.45","","0.79%"
"08/21/1997","323.88","321.88","323.88","323.88","","0.76%"
"08/20/1997","321.45","323.00","321.45","321.45","","-0.56%"
"08/19/1997","323.25","321.75","323.25","323.25","","0.59%"
"08/18/1997","321.35","326.75","321.35","321.35","","-1.44%"
"08/15/1997","326.05","324.10","326.05","326.05","","0.62%"
"08/14/1997","324.05","327.05","324.05","324.05","","-0.95%"
"08/13/1997","327.15","327.25","327.15","327.15","","0.03%"
"08/12/1997","327.05","328.35","327.05","327.05","","-0.43%"
"08/11/1997","328.45","326.50","328.45","328.45","","0.40%"
"08/08/1997","327.15","321.55","327.15","327.15","","1.62%"
"08/07/1997","321.95","318.60","321.95","321.95","","1.07%"
"08/06/1997","318.55","320.35","318.55","318.55","","-0.69%"
"08/05/1997","320.75","323.85","320.75","320.75","","-0.97%"
"08/04/1997","323.90","324.80","323.90","323.90","","-0.23%"
"08/01/1997","324.65","324.65","324.65","324.65","","0.03%"
"07/31/1997","324.55","326.15","324.55","324.55","","-0.46%"
"07/30/1997","326.05","326.10","326.05","326.05","","0.03%"
"07/29/1997","325.95","328.00","325.95","325.95","","-0.81%"
"07/28/1997","328.62","325.82","328.62","328.62","","0.80%"
"07/25/1997","326.00","323.25","326.00","326.00","","0.81%"
"07/24/1997","323.38","323.18","323.38","323.38","","0.09%"
"07/23/1997","323.10","324.25","323.10","323.10","","-0.66%"
"07/22/1997","325.25","325.55","325.25","325.25","","-0.09%"
"07/21/1997","325.55","328.25","325.55","325.55","","-1.03%"
"07/18/1997","328.95","323.65","328.95","328.95","","1.61%"
"07/17/1997","323.75","317.85","323.75","323.75","","1.79%"
"07/16/1997","318.05","317.35","318.05","318.05","","0.00%"
"07/15/1997","318.05","319.70","318.05","318.05","","-0.52%"
"07/14/1997","319.70","321.45","319.70","319.70","","-0.51%"
"07/11/1997","321.35","319.75","321.35","321.35","","0.47%"
"07/10/1997","319.85","318.45","319.85","319.85","","0.53%"
"07/09/1997","318.15","318.75","318.15","318.15","","-0.53%"
"07/08/1997","319.85","317.65","319.85","319.85","","0.58%"
"07/07/1997","318.00","323.40","318.00","318.00","","-2.00%"
"07/04/1997","324.50","324.75","324.50","324.50","","-0.38%"
"07/03/1997","325.75","331.75","325.75","325.75","","-1.69%"
"07/02/1997","331.35","334.25","331.35","331.35","","-0.87%"
"07/01/1997","334.25","333.95","334.25","334.25","","0.09%"
"06/30/1997","333.95","335.00","333.95","333.95","","-0.21%"
"06/27/1997","334.65","338.35","334.65","334.65","","-1.06%"
"06/26/1997","338.25","337.35","338.25","338.25","","0.27%"
"06/25/1997","337.35","337.35","337.35","337.35","","-0.12%"
"06/24/1997","337.75","340.25","337.75","337.75","","-0.59%"
"06/23/1997","339.75","337.35","339.75","339.75","","0.62%"
"06/20/1997","337.65","340.25","337.65","337.65","","-0.79%"
"06/19/1997","340.35","339.25","340.35","340.35","","0.32%"
"06/18/1997","339.25","341.75","339.25","339.25","","-0.73%"
"06/17/1997","341.75","342.25","341.75","341.75","","-0.26%"
"06/16/1997","342.65","341.25","342.65","342.65","","0.47%"
"06/13/1997","341.05","341.65","341.05","341.05","","-0.15%"
"06/12/1997","341.55","343.65","341.55","341.55","","-0.58%"
"06/11/1997","343.55","344.20","343.55","343.55","","-0.15%"
"06/10/1997","344.05","344.15","344.05","344.05","","-0.04%"
"06/09/1997","344.20","343.75","344.20","344.20","","0.22%"
"06/06/1997","343.45","343.50","343.45","343.45","","0.03%"
"06/05/1997","343.35","341.45","343.35","343.35","","0.62%"
"06/04/1997","341.25","343.35","341.25","341.25","","-0.58%"
"06/03/1997","343.25","343.65","343.25","343.25","","-0.07%"
"06/02/1997","343.50","344.70","343.50","343.50","","-0.33%"
"05/30/1997","344.65","345.85","344.65","344.65","","-0.32%"
"05/29/1997","345.75","344.50","345.75","345.75","","0.26%"
"05/28/1997","344.85","343.95","344.85","344.85","","0.23%"
"05/27/1997","344.05","343.00","344.05","344.05","","0.31%"
"05/26/1997","343.00","342.65","343.00","343.00","","0.12%"
"05/23/1997","342.60","342.75","342.60","342.60","","-0.01%"
